Escala,T1_BMV,T2_BMV,T3_BMV,T4_BMV,NEG_BMV,POS_BMV,T1_S,T2_S,T3_S,T4_S,NEG_S,POS_S,T1_I,T2_I,T3_I,T4_I,NEG_I,POS_I
50,1.223433897622367,1.5056758901961116,0.1272935296047002,1.151251375596592,1.3344602703570345,0.427312024372497,1.0850839533064631,1.2737597205127678,0.1466332426183088,0.6044065905569562,1.324365348698878,0.7376646151799331,1.5610515674517083,0.9077741655960349,0.6636672898803586,0.5054178848536611,1.5135936128609386,0.2126856150239082
51,1.2183885301712891,1.4970148207331588,0.12599605270231717,1.1472392765582062,1.325224190607221,0.4259916770412423,1.0756118052561574,1.2642089820442868,0.14548520523946304,0.6020859938374334,1.315624089650547,0.7368167187682291,1.5555493710289678,0.9037920586156358,0.6596594968392813,0.5009309102126657,1.5062641485671349,0.21213068901228044
52,1.207214422489094,1.4842057859161861,0.1258944813264835,1.1441335966882316,1.3193924621372148,0.42590924036501426,1.0706619011019087,1.2646465637769246,0.14625418570592746,0.6018648672873848,1.3042915597150317,0.7354340337467458,1.5397440265328668,0.9029294667529549,0.6586637348098454,0.5009922494087191,1.4917044060247777,0.2120539787521622
53,1.1965931936140382,1.4661122642673905,0.12609225914593641,1.139720168470939,1.3066322875267649,0.42593282364865453,1.067343405820912,1.2524467770511865,0.1468905278420748,0.6011492500463593,1.2988343771971422,0.7346568751245215,1.5202615494741585,0.8994195253015276,0.661531928297033,0.5003181125762111,1.4721466881853047,0.21276828939702352
54,1.2105505806834747,1.4845087802946977,0.12711162117438163,1.1451394403688897,1.318243056142113,0.4265174354876803,1.077037437392896,1.2627830807858444,0.146975053157695,0.6022126702337827,1.3120309825265426,0.7366430906747581,1.5314326812452506,0.9032150913200528,0.6596609944413266,0.5012947460343719,1.484915772560917,0.21305256044714788
55,1.2172447599588616,1.5010046913956818,0.12478302379470604,1.14805161282878,1.3277772749754182,0.4256153615313449,1.0770869858948346,1.2714146487603524,0.14580627038278038,0.6012768362094779,1.3183661293293134,0.7352620475738217,1.5497751233605928,0.903149936483973,0.6601635877701718,0.5011843018576594,1.5057030560487075,0.2124070538518844
56,1.2105051867827115,1.5166185722956749,0.12526152757236303,1.1505447896278453,1.3345262853169286,0.42595801272840483,1.0753969161357784,1.2767659552993957,0.14549772458442142,0.6024357506379664,1.3223419714624964,0.7375228634696106,1.5632270478016035,0.9062229652427545,0.6607802223974663,0.5012988177142605,1.5297649995215972,0.2120794963465052
57,1.2111606271356556,1.5150668501356617,0.12548368038170526,1.1510647513430485,1.335429586388065,0.4264123760540319,1.0789420034065322,1.2787153854177964,0.14620660722044554,0.6033546194054276,1.3220709354428881,0.7372877826401336,1.5653007402915253,0.9059613769775554,0.6628526567804552,0.5024695958949277,1.5260431351850254,0.2125497969985124
58,1.2191404042239724,1.516793453423222,0.1255946793553974,1.1520382587903577,1.334172381371433,0.42646680985438523,1.0805081768533362,1.2800895988986158,0.14577854067980767,0.6030897575860615,1.3250731882453413,0.7372951479539209,1.5624516058305833,0.9059207776180146,0.6604758902627643,0.4998199083672387,1.5270152624157387,0.21251980169362597
59,1.2010274650888757,1.4836230951867317,0.12511354223971505,1.1426574634583637,1.3128669358807104,0.4256030266595907,1.0659540902892881,1.2626669147685272,0.1446023212486461,0.6000429749699805,1.3018863992722203,0.7343134785781633,1.5352850494670491,0.8990054184297527,0.6531981945132417,0.4985110781507388,1.4884021318342362,0.2115363403832106
60,1.1970293908924983,1.4824577274540016,0.12504950126852135,1.1425438121832565,1.313149539937142,0.4256532654753794,1.063819790545511,1.2571710419343054,0.14465988360191923,0.600952412864241,1.3017441336028455,0.7346836402219479,1.535025411872601,0.8991633767112474,0.6559128832265991,0.4984165604960946,1.492160203327963,0.21186439083232456
61,1.1326893050394784,1.3657746001499627,0.12466235907657436,1.1090760487210876,1.2351598406280582,0.42335734102441064,1.021763522637626,1.1962400485552966,0.14438646472837696,0.5927111567964876,1.2313531581710573,0.7230399718512166,1.4329517448507654,0.8727140849076667,0.6431993242643632,0.4912189081173157,1.3679579484128563,0.21055970359180065
62,1.1288441011297734,1.3517538679842902,0.12446411861143651,1.10395860857053,1.2251228777247958,0.4227781940677435,1.0113797468055945,1.1844141382355553,0.1438302741643095,0.5915615285964475,1.2189239189741652,0.7227345006432708,1.4234978567415582,0.8681530882459039,0.6409903493628485,0.48922440149286894,1.3520905797599527,0.21060452965722404
63,1.115755326678348,1.3307684273897389,0.12398204067042745,1.0963990795952268,1.2098790932880072,0.4218823921721376,1.0008179940996826,1.1706183049960721,0.1433212018090514,0.5893687730699293,1.20440800812705,0.7205337955839308,1.404173328938069,0.8621718249168091,0.6378496010769141,0.48754006830176544,1.3334390026062952,0.21030439691292377
64,1.1922511077309663,1.4774850715711136,0.12444111730366965,1.1415771218049993,1.3091495719388395,0.42559582993353295,1.0607377953903685,1.257529843979344,0.1449949716561416,0.5997001714502361,1.2963185450355814,0.7347809654113063,1.5322676790278171,0.8969580184048032,0.6554801957225385,0.4962056646763761,1.4856568731029225,0.21162426091558345
65,1.1982845942651568,1.4905379544150728,0.12425879559943577,1.1446682931029226,1.3167872205938491,0.42572227685333686,1.0642880680097284,1.2644868938618463,0.14510731178174935,0.6002677111099317,1.3045241942081591,0.7354340523998928,1.5422060425775665,0.8992893922500549,0.6556501229073968,0.4968508904876676,1.4970760391672369,0.21156244369026067
66,1.216393787643141,1.5298736661751011,0.12612780241048493,1.1551878314720887,1.3419688962057106,0.42697171814013557,1.0798301296051893,1.2849180567688823,0.14495386601770965,0.6033753691098489,1.3278828894129977,0.7389559475974896,1.5752172233529969,0.9086751189848636,0.6585037568320424,0.49671231963094425,1.5351229388568202,0.2122846217529447
67,1.216393787643141,1.5298736661751011,0.12612780241048493,1.1551878314720887,1.3419688962057106,0.42697171814013557,1.0798301296051893,1.2849180567688823,0.14495386601770965,0.6033753691098489,1.3278828894129977,0.7389559475974896,1.5752172233529969,0.9086751189848636,0.6585037568320424,0.49671231963094425,1.5351229388568202,0.2122846217529447
68,1.187246226432906,1.4668168319265282,0.125808539014269,1.138959350155015,1.3005165136861931,0.4262595855530985,1.0563139507095003,1.253425344805573,0.1449402744103329,0.6009439939888543,1.290491850397776,0.734468617861725,1.5251466938297815,0.8976451031627772,0.6532466629101752,0.4982546414570752,1.4740004353664005,0.21203329855603212
